,alloy_name,phases,VHN,R_delta,S_config,VEC,R_cov_delta,density_avg,Tm_avg,E_avg,E_delta,G_avg,G_delta,K_avg,K_delta,Compress_avg,Compress_delta,EN_Allen_avg,H_avg,Vm_delta,E_coh_avg,E_coh_delta,Senkov_param,H_chem,H_el
184,CoCrFeMnNiV1.0,FCC + Im,650.0,0.2156393883367703,0.7066950526114236,0.6527777777777777,0.46915938247808797,0.4525883925690315,0.2986025670566378,0.6177048260381593,0.2603286546345487,0.6312288794721879,0.2562916368236149,0.5472381110282131,0.45171497912833486,0.1181827549784888,0.5697244174287021,0.7997664915353183,0.3117916750452443,0.15836865788834195,0.24804585721730052,0.41247658102854057,0.0060512842786838265,0.6199181446111869,0.07404844290657439
185,HfMo0.5NbTaTiZr,BCC,480.0,0.3741510212194797,0.6822280040756697,0.2424242424242425,0.1910823459238778,0.6564245692996904,0.6747523009168888,0.37944788797061535,0.7908935618377456,0.3950934545259493,0.7909338177146612,0.47320757940006913,0.6564225107733612,0.13477576600692762,0.3357316921037041,0.0883617258398342,0.6400745845748862,0.33132581048452275,0.7520962622578049,0.40191293359112124,0.12273943817132081,0.8412005457025921,0.30588235294117644
186,CoCrFeMnNiV0.25,FCC,151.0,0.21333638182725057,0.6378580198444882,0.7023809523809523,0.31093453392159837,0.47471534596413595,0.27390201179747165,0.6604186708353375,0.20062130730158778,0.6804622186803164,0.1371681139111225,0.5453827721920238,0.4906116572876731,0.1252672798000876,0.5926253729142793,0.8527228754899505,0.315828904656574,0.09100969032998159,0.21618402441747933,0.3704811694519463,0.008560354134080544,0.6807639836289222,0.03598615916955017
187,Al0.2Co1.5CrFeNi1.5Ti0.5,FCC,487.0,0.35767937635280544,0.5563915288800788,0.7100389863547759,0.47483450147540646,0.4635709958989115,0.27606552193052997,0.6261869425246619,0.33184341511806753,0.6260531444472361,0.31787523223706504,0.6267960652965693,0.24034496504032687,0.06451663202367929,0.2903348824576368,0.8349463852275173,0.5671538589082801,0.4192153269329995,0.26852435936114377,0.12329929745665019,0.002697754004538402,0.4911323328785812,0.2664359861591695
188,Al1.5CoCrCuFeNi,FCC + BCC,506.0,0.3965450459599242,0.6929045142615382,0.6474358974358975,0.11178037515361489,0.3940087018499411,0.14168969450752972,0.4707086894586895,0.5505262034991695,0.4792848625386308,0.5754782657341532,0.49964608880301514,0.4915921511255838,0.12628784771145077,0.4447243967125283,0.8305267412097539,0.2681247969806185,0.4388491105106632,0.19112518539303325,0.26019054667992714,0.0044129231780436935,0.6046384720327421,0.2602076124567474
189,Al1.3CoCrCuFe,FCC + BCC,476.0,0.40282165738676123,0.514606422584221,0.6042976939203354,0.07872850016020287,0.3768488052401915,0.1392951595620372,0.42408558859030554,0.5481175544753168,0.45171388117751715,0.5950326458874636,0.47950669884573516,0.5082155765726688,0.13399959461449734,0.4365999279992469,0.8004824372996732,0.2771722015866813,0.4246616211850228,0.17705762631873914,0.25233511283447074,0.006644374032060133,0.6815825375170531,0.2422145328719723
190,AlCrFeNiMo,BCC + Im,905.0,0.39816329288049573,0.5208099393420963,0.5277777777777779,0.5187826377900954,0.4234545705988108,0.32285657147080427,0.6777146464646465,0.6712069409663057,0.684331920828193,0.6612531314247914,0.6482080190113019,0.586091527566035,0.09324522760646113,0.5316983464757269,0.6952714535901934,0.21998793484818016,0.4352989416246352,0.3243355914538822,0.6497579775896793,0.003323802234291069,0.5279672578444748,0.4408304498269896
191,Al0.25CoCrFeNi,FCC,111.5,0.2240849010178713,0.43825509901240284,0.7140522875816994,0.18394090126143398,0.47026826219355117,0.2723626054237934,0.6378305109922758,0.30603282540317583,0.6548144548813464,0.2532761870842462,0.6457568354374829,0.20159344965329806,0.059475911857903366,0.3168829293252113,0.869990728340373,0.4188973397523096,0.24840164320261066,0.24988505042454712,0.11871841444364889,0.005418013244922332,0.6387448840381992,0.09550173010380623
192,AlMo0.5NbTa0.5TiZr,BCC,591.0,0.33864346416074614,0.6621489498643811,0.20833333333333331,0.6707549406257395,0.40095883464712123,0.46398744440628314,0.2836700336700337,1.0,0.31408571581826955,1.0,0.40277432368951904,0.8101410113715144,0.18189195455599352,0.38317953853200076,0.2451838879159369,0.4548562236074804,0.3337994664522151,0.5948931735278793,0.7103170911631055,0.0024210409174968525,0.3724420190995907,0.20207612456747404
193,Al2.5CoCrCuFe,FCC + BCC,624.0,0.4473493886253797,0.4289945214033709,0.4978632478632479,0.050544008338159335,0.30606824604888505,0.07524978922962566,0.3494641932141932,0.6511805840245859,0.37468796289801504,0.709702069549727,0.40288910569935205,0.6349399180462861,0.1766424702895837,0.4285624407621134,0.7577798733665642,0.2095933425110984,0.46056791335577485,0.15745380206036794,0.2652584642023772,0.002726742024930689,0.5806275579809005,0.3086505190311418
194,AlCrCuFeNi1.4,FCC + BCC,367.0,0.366700710292806,0.5103366570046753,0.691358024691358,0.12598075734997569,0.41277353507105047,0.16083497210109582,0.49056537598204264,0.522908268135859,0.4973289547660624,0.5362329212973617,0.5128814464800538,0.43453442564338457,0.11517719899356811,0.42049517728544844,0.8441979632872799,0.2385474153018895,0.403934054251149,0.19323335842356165,0.25269038870218885,0.005916767058413851,0.6638472032742155,0.21799307958477507
195,Al0.5CoCrCuFeNiV0.8,FCC + BCC + Im,447.0,0.2684578190735975,0.8414152741140812,0.7023809523809523,0.4240562661855322,0.44535908372168925,0.2390167365821339,0.5229661028272139,0.41524162318054353,0.5254187068809177,0.4411108394231606,0.5764103535802119,0.28462014436569927,0.0810733392463047,0.3317923751648981,0.8210324409974147,0.3267485692581208,0.3018934221364349,0.24576292215687728,0.3157411655599455,0.009857200147775925,0.6875852660300137,0.144636678200692
196,Al0.5CrFe1.5MnNi0.5,BCC,396.0,0.3465293648007491,0.43263674850665945,0.5833333333333334,0.0937564962080032,0.40126615344427546,0.22063852285314167,0.5888865506921063,0.3756673168631362,0.6294408982817499,0.35820047511554015,0.44072938062824496,0.6457183983192989,0.1782938746769027,0.5469133775143441,0.8026853473438414,0.2031521326272985,0.29661019760003526,0.16814313010248386,0.36582436472617175,0.004603828439683212,0.62537517053206,0.12941176470588234
197,CuFeNiTiVZr,,590.0,0.6729563212009753,0.7066950526114236,0.5833333333333334,0.963657152872544,0.4015734722414297,0.2950358017016132,0.4011293490460157,0.5827047108129924,0.3643726867993348,0.6514637154587318,0.44066797461475415,0.39313239125255595,0.12803668495762166,0.2795661596074884,0.5983654407472272,0.5677324217440847,0.8121136413107873,0.35852006253256896,0.45382966246590173,0.0017875117998148332,0.3489768076398363,0.8581314878892733
198,Cu31.6Mn31.6Ni31.6Al5,FCC,166.0,0.25750983281087403,0.14657951465715993,0.8633377866844799,0.16169730665346962,0.4914731505143694,0.10291162760880888,0.5752605800827244,0.3683280318634935,0.5495308591758423,0.42348588272951204,0.3549759443172732,0.696787172895271,0.2172979547471169,0.4930589225247672,0.9296175538467475,0.04299688054975827,0.22129069420075484,0.11574999921677645,0.42364777914407725,0.007561694156143637,0.729331514324693,0.08166089965397924
199,AlCoFeNi,BCC,456.0,0.42192535236905643,0.2933049473885763,0.6527777777777778,0.04616024418412914,0.39750149817913616,0.13298799653938617,0.5780723905723907,0.519666728371256,0.5467467682239983,0.5532458944106988,0.519190914366244,0.49695000525700483,0.12336733905247699,0.4744251312976616,0.8712784588441332,0.27106374421878143,0.4811778455537431,0.22407503908285561,0.24236899238316933,0.0012051467392321282,0.44693042291950885,0.3217993079584775
200,CoCuFeMnNiSn0.08,FCC + Im,219.0,0.308742712323979,0.5775462196136023,0.8501749781277338,0.16657983645811925,0.5153612816790931,0.16495328195358638,0.6484157520082717,0.2655875557769141,0.6295077715939909,0.28506330691203197,0.4826885448073033,0.5221322529183797,0.14440411792949717,0.5411491245573649,0.9438476495166646,0.20040660511644764,0.4303958077770491,0.17550151202438916,0.38266997514120177,0.023817994515491662,0.8733969986357435,0.19377162629757783
201,Cu30Mn30Ni30Sn10,FCC + Im,318.0,0.5546392043542959,0.21942834990267604,0.8333333333333335,0.32451279035421793,0.5076291891393538,0.0633186894881682,0.5389309764309764,0.4584688379787657,0.5561336694737972,0.365227053469424,0.36115946834673535,0.6518211575567325,0.20635288662184095,0.48592228328560433,0.9474605954465852,0.02826704202694553,1.0,0.10818134445023445,0.42737488013669156,0.019054107953133198,0.7825375170532061,1.0
202,AlCo0.5CrFeMo0.5Ni,BCC + Im,801.0,0.39808969402097194,0.6621489498643811,0.5694444444444445,0.4116911433818029,0.4111003549532109,0.26161109831012497,0.6114267676767678,0.6111249539764531,0.6230488655259346,0.6021214742820203,0.6033877697642932,0.5307823903981916,0.09927351418193062,0.5011013128168831,0.7600700525394052,0.28135934043836724,0.4438535753796771,0.27368421052631586,0.522677645812158,0.003016571711156142,0.5004092769440655,0.3750865051903114
203,Al0.88CoCrFeMnNi,FCC + BCC,533.0,0.3638455340055822,0.7056029335434454,0.6182917611489039,0.17171464720216303,0.410216029434869,0.19343635322547437,0.5790852115256878,0.41950097575021006,0.6005321615853336,0.41703729962924263,0.4727820664865466,0.6298465957518538,0.1635526302645643,0.5540766348506169,0.8282997962757784,0.2566334396215756,0.37129474014677466,0.18359902585317608,0.35400733877143703,0.002997078723866884,0.514324693042292,0.19584775086505185
204,AlCrFeNiMo0.5Ti0.5,BCC + Im,751.7,0.4615815113335402,0.6621489498643813,0.5000000000000001,0.5455196778548347,0.3709952519245841,0.2711212649499819,0.5577651515151515,0.6816375781931353,0.5694094298127985,0.6866241529781227,0.5556937190859101,0.5946960490151563,0.11585130226447175,0.47189484386283514,0.6795096322241687,0.4186607681479992,0.48547567391679713,0.28327253778009376,0.5241673727328412,0.0017479614216569066,0.36589358799454297,0.46435986159169546
205,CoCuFeMnNiSn0.20,FCC + Im,319.0,0.41185368722748766,0.6239085887893051,0.8344017094017092,0.2146017231626303,0.5130829157934678,0.15098311295385838,0.632260101010101,0.3120694579961965,0.6235439987786711,0.2911381634436242,0.4779862984289744,0.5226345706492541,0.14517826249799354,0.5329925294316337,0.9436885356324931,0.19193026960973875,0.6771019976809672,0.17188439491722443,0.38710517069124123,0.02528884079778245,0.8712141882673943,0.4422145328719723
206,Al0.5CoCrCuFeNiTi0.2,FCC,272.0,0.3283101086655837,0.7739652684710513,0.7392787524366472,0.2876505244920696,0.45608212205246906,0.20996781397316996,0.5398521029003484,0.4221052356399873,0.5461821425849124,0.43814276736928603,0.5670997244970727,0.328022401375871,0.08690237457001339,0.3522963993358477,0.8530740160383445,0.39112964393690836,0.36892707559179905,0.21868114789318263,0.23346089143123144,0.010516536801141988,0.7034106412005456,0.1916955017301038
207,CoFeNiSi0.75,FCC + Im,570.0,0.20518346096276016,0.28616598143123534,0.7222222222222221,0.07569641505790572,0.41761551345288045,0.237610698339688,0.6592662738496071,0.2928726209922473,0.7222371220654759,0.0013306786359851231,0.5789051921854709,0.2991122414595775,0.07843213025220908,0.2650345077911846,1.0,0.6462363429184262,0.2340153918853955,0.2859822824387701,0.032395467299201446,0.001517617446237947,0.44747612551159616,0.15224913494809686
208,AlCoCrFe0.6Mo0.5Ni,BCC + Im,754.0,0.3924914370928162,0.6715552041139102,0.5860566448801745,0.4310424965031747,0.42120572010669394,0.2594718276151286,0.610741813560441,0.6039491200300535,0.6212635137196004,0.5957118853413496,0.6157509675510762,0.5206027043467213,0.09576231760189972,0.5078200891108079,0.7697194464475806,0.31535783426581976,0.4534209077284118,0.2755928843658361,0.5157505005077062,0.0028131917342617756,0.4837653478854024,0.3854671280276816
209,AlCoFeNiTiVZr,BCC,790.0,0.650596921712947,0.8638586765081667,0.4642857142857141,0.9744126530695455,0.34195362559350945,0.25508766743327677,0.4037848725348726,0.6600908955709671,0.3756752821817458,0.723090492588886,0.4298780608156387,0.5401364937114923,0.1504035418943835,0.3797610110110247,0.5916937703277457,0.551377438166097,0.7644973700219273,0.3442269038933968,0.44299003704813816,0.0005124613785144917,0.0,0.847750865051903
210,Al0.5CoCrCuFeNiV1.8,BCC,597.0,0.2593499703096682,0.8072803631669968,0.648021308980213,0.5439005871283968,0.4251317734588963,0.2708646430600334,0.4949855288040219,0.41670480227461226,0.49270319977603694,0.45639279051412923,0.5741932480050511,0.2586878276620065,0.07936344088753657,0.3070081074166992,0.7673392030324113,0.32082836357425987,0.2943101537446287,0.2766280953978598,0.35444093589886194,0.006724106765191832,0.6319236016371078,0.15294117647058822
211,Al0.95CoCrFeMnNi,FCC + BCC,535.0,0.3699801094923227,0.7065129984858436,0.611344537815126,0.16944441316876802,0.4053129480252895,0.1887180753866822,0.5725064015505192,0.43204500151805453,0.5938728438862537,0.4318642196267885,0.4679786861275224,0.6373017833142656,0.16592238564797587,0.5504699121308754,0.825251291409734,0.25256857619379947,0.3808139421960747,0.18227280490101197,0.35440323551389474,0.0028344014927255824,0.503956343792633,0.20553633217993075
212,AlCuNiTi,FCC,537.0,0.46435356130784494,0.2933049473885763,0.5833333333333334,0.6830659303983223,0.3223620522749274,0.09516742240790903,0.33475378787878796,0.650863938118645,0.3000053639435712,0.6677603629381781,0.3567106026693195,0.5409127215965556,0.1779503825643404,0.3327442277268955,0.691768826619965,0.5662577920772169,0.5380731737994907,0.20687858259510167,0.3784784094093756,0.0,0.15607094133697133,0.4899653979238754
213,AlCrFeNiMo0.5Ti0.25,BCC + Im,712.0,0.4404771685398355,0.6172920003583419,0.5175438596491228,0.49087004111078036,0.38208299063243784,0.2674391572430687,0.5772694045720362,0.6685826107873327,0.5908581462775642,0.6654409041727893,0.5719766547264289,0.5830222430609582,0.1115660121786032,0.48871525853358677,0.7065167296525025,0.33602506164869234,0.46897358774636505,0.2784344916486107,0.5383388723847087,0.002095155864275178,0.42319236016371076,0.42906574394463665
214,Al0.68CoCrFeMnNi,FCC + BCC,486.0,0.34332221106159855,0.6978888551111214,0.6390845070422535,0.17843090180489357,0.4248907449212865,0.2075579594331272,0.598775311803481,0.3801157352673558,0.6204632180790586,0.36980020117607043,0.4871583809413725,0.606931568861677,0.15646005253252268,0.5645465241409198,0.8374238425297853,0.26879940410611675,0.3382482013845358,0.18756834912549816,0.3525346350534869,0.0035876980439911777,0.5478854024556616,0.16539792387543248
215,Al0.3NbTaTi1.4Zr1.3,BCC,490.0,0.32150635800432237,0.428858596660382,0.21388888888888888,0.3880242942755545,0.49260129995851193,0.568270606085637,0.22007575757575765,0.5719918994744113,0.24368395644477817,0.6144058053311893,0.3809334328110753,0.5983334831295449,0.1693639384805626,0.3217881656360563,0.1597197898423814,0.6493464709430926,0.30885270659674224,0.6816883793642523,0.5809544930828047,0.012466640871261267,0.706412005457026,0.17024221453287194
216,Al0.5CoCrCuFeNiV0.2,FCC,204.0,0.2727239692352043,0.7739652684710513,0.7441520467836257,0.24805883253014196,0.4609021747657301,0.21454413476227413,0.5444669649713509,0.4100814864400289,0.5505579912878261,0.424013464492682,0.5781140241800723,0.3032079928102866,0.08238726114304228,0.3492915143677485,0.8622914554336805,0.3312977799415086,0.30215278564430265,0.22204547324538548,0.2566444392936939,0.017133787801228095,0.7462482946793997,0.1314878892733564
217,AlCoCrFeMo0.5,BCC + Im,857.0,0.4103871095835829,0.4919117777352281,0.5061728395061729,0.391394004019135,0.3935831835154197,0.2681784872905528,0.5802352225963335,0.6526255232895679,0.6111140910797618,0.6411553055656644,0.5967006548951339,0.5686139331578428,0.10543061029961098,0.5128988852458418,0.7209573847051954,0.31624103492191163,0.43354659213195734,0.27074286376006007,0.554669625174068,0.003163592706701892,0.538881309686221,0.36470588235294116
